Item ID,Title/Description,Idioma
ITEM-75002,Digital & Alternative Credentials Workshop Expand the knowledge of the potential impact of adopting digital credentials around the world and particularly in LAC,Ingles 
ITEM-76001,"Gestión de Riesgos en Proyectos de Desarrollo La gestión de riesgos es un área de conocimiento de la dirección de proyectos que tiene por objetivo disminuir la probabilidad e impacto de los eventos negativos, y aumentar la de los eventos positivos. 
Este curso desarrollará las siguientes competencias:
•	Reconocer la importancia de la gestión de riesgos a lo largo de la vida de un proyecto.
•	Diferenciar un riesgo de un problema.
•	Identificar los riesgos de un proyecto.
•	Registrar adecuadamente los riesgos de un proyecto.
•	Evaluar cualitativamente los riesgos.
•	Elaborar un plan de respuesta a los riesgos priorizados.
•	Realizar el seguimiento y control de los riesgos de un proyecto.",Español 
ITEM-76002,"Public-Private Partnerships and Concessions: Design, Implementation and Challenges The overall global experience with PPPs has had mixed reviews, suggesting that it is the time to take stock and answer the following essential questions: Under what conditions are PPPs preferable when compared to traditional public investment projects or to privatization? And when a government decides to use a PPP, how should the contract be designed, and what should be the institutional framework for PPPs?

We will address these issues in this course. During the process of answering these questions, we will make use of a diverse range of concepts and knowledge in economics, including decision-making under uncertainty, public finance, contract theory, agency theory, and political economy. We will study specific experiences related to PPPs, with focus on Latin American and Caribbean cases.",Ingles 
ITEM-76003,"Día de la Gestión del Proyecto Social Día de la Gestión del Proyecto Social busca establecer una conexión profesional entre equipos de proyectos financiados por el BID y otras instituciones y PMPs voluntarios miembros del PMI, con el objetivo de abordar retos de gestión, principalmente en el área de interesados clave y comunicaciones que el equipo esté afrontando en su proyecto. Dependiendo cuán avanzados estén cada uno de los equipos, los gestores de proyecto proveerán asistencia en estas áreas - y otras si fuera necesario - y en forma conjunta alcanzarán hitos pre determinados que sentarán las bases para el desarrollo y ejecución futura del proyecto.",Español 
ITEM-77001,Climate Advisory Planning Workshop ,Ingles 
ITEM-77002,INT Knowledge Day 2018 Integration and Trade Sector 2018 Workshop,Ingles 
ITEM-78001,"Plantas Hidroeléctricas de Generación de Energia V.1.0 En el contexto del compromiso del Banco de incrementar el acceso de los países de la región a energía sostenible, confiable y asequible la División de Energia se propone fortalecer el conocimiento del grupo temático de energiá hidroeléctrica para el diseño, construcción, operación y mantenimiento de plantas hidroelectricas.  Este taller será facilitado por el Instituto Costarricense de Electricidad (ICE) y se enfocará en los estudios necesarios para evaluar la factibilidad de un proyecto hidroeléctrico, la gestión socio-ambiental del mismo, el alcance de los diseños básico y final, el gerenciamiento, monitoreo y supervisión de la construcción.",Español 
ITEM-78002,Orientation Seminar for IDB Invest's New Employees ,Ingles 
ITEM-79001,"PMCoach II Desarrollar habilidades interpersonales en gestión de proyectos, y en particular la metodología PM4R para poder facilitar eventos relacionados con la gestión de proyectos (talleres de arranque y otro tipo de talleres de proyecto). El curso usa la metodología del PM4R desarrollada en la guía de gestión de proyectos PML en combinación con técnicas de facilitación.",Español 
ITEM-79002,"PMCoach I Este curso virtual con tutor está orientado a fortalecer los criterios de evaluación de los participantes respecto a la calidad de las herramientas de gestión de proyecto. Este curso busca esarrollar habilidades técnicas en gestión de proyectos, y en particular la metodología PM4R para poder facilitar discusiones técnicas relacionadas con las herramientas de gestión de proyectos, tanto en talleres de arranque como otro tipo de talleres de proyecto.",Español 
ITEM-79003,"Selection / Contracting of Firms for Bank-Executed Work (BEO): Certification Training Policy GN-2765-1 for the Selection and Contracting of Consulting Firms for Bank-Executed Operational Work contemplates the certification of Bank Staff and DTC consultants by OCSU in the interpretation and application of the Policy, and its Operational Guidelines (OP-1155-4) and the use of the Portal. This course prepares participants for the exam. Once the exam has been passed and approved by OCSU,Certified Staff will be able to: (i) Advise the PTL at different stages of the selection and contracting process; (ii) Provide clearances as required; (iii) Understand the applicability of the Policy and its Operational Guidelines. ",Ingles 
ITEM-79004,"Selección / Contratación de Firmas para Trabajo Ejecutado por el Banco (BEO): Certificación La Política GN-2765-1 para la Selección y Contratación de Firmas Consultoras para el Trabajo Operativo Ejecutado por el Banco, contempla la existencia de Personal del Banco y consultores DTC, certificados por OCSU en la interpretación y aplicación de la Política y sus Guías Operativas (OP-1155-4) así como el uso del Portal. El presente curso prepara para presentar el examen de certificación. Una vez aprobado el examen, y autorizado por OCSU, el personal podrá: (i) asesorar al Jefe de Proyecto durante las diferentes etapas del proceso de selección y contratación; (ii) dar ""clearances"" según sea necesario; (iii) entender la aplicabilidad de la Política y de las Guías Operativas.  ",Español 
